VERSION,2
comic_5_1,15,"comic_05_image_5_1_.png",200.6,186.5,0.89191,0.89191,0,-50,0.49993,0.5,0
TEXT,COMIC_5_1_KR5,comic_5_1,6.85,21.75,130,53.2,0,0,0,0,0,center,20
TEXT,COMIC_5_2_KR5,comic_5_1,189.6,10.05,153.25,53.2,0,0,0,0,0,center,20
comic_5_1,19,"comic_05_image_5_1_.png",200.6,186.5,1.19763,1.19763,1,0,0.49993,0.5,0
TEXT,COMIC_5_1_KR5,comic_5_1,6.85,21.75,130,53.2,0,0,0,0,0,center,20
TEXT,COMIC_5_2_KR5,comic_5_1,189.6,10.05,153.25,53.2,0,0,0,0,0,center,20
comic_5_1,26,"comic_05_image_5_1_.png",200.6,186.5,1,1,1,0,0.49993,0.5,0
TEXT,COMIC_5_1_KR5,comic_5_1,6.85,21.75,130,53.2,0,0,0,0,0,center,20
TEXT,COMIC_5_2_KR5,comic_5_1,189.6,10.05,153.25,53.2,0,0,0,0,0,center,20
comic_5_2,47,"comic_05_image_5_2_.png",681.2,182,1.45746,1.45746,0,-100,0.49996,0.5,0
comic_5_2,53,"comic_05_image_5_2_.png",681.2,182,1,1,1,0,0.49996,0.5,0
comic_5_2,55,"comic_05_image_5_2_.png",685.8,178.55,1,1,1,0,0.49996,0.5,0
comic_5_2,57,"comic_05_image_5_2_.png",676.6,184.3,1,1,1,0,0.49996,0.5,0
comic_5_2,59,"comic_05_image_5_2_.png",678.9,179.7,1,1,1,0,0.49996,0.5,0
comic_5_2,61,"comic_05_image_5_2_.png",680.05,179.7,1,1,1,0,0.49996,0.5,0
comic_5_2,63,"comic_05_image_5_2_.png",681.2,182,1,1,1,0,0.49996,0.5,0
comic_5_3,74,"comic_05_image_5_3_.png",1151.55,181.7,0.80475,0.80475,0,-100,0.5,0.50008,0
comic_5_3,81,"comic_05_image_5_3_.png",1155.9,178.8,1.08989,1.08989,1,0,0.5,0.50008,0
comic_5_3,83,"comic_05_image_5_3_.png",1147.2,186.05,1.08989,1.08989,1,0,0.5,0.50008,0
comic_5_3,85,"comic_05_image_5_3_.png",1157.35,184.6,1.11407,1.11407,1,0,0.5,0.50008,0
comic_5_3,87,"comic_05_image_5_3_.png",1151.55,181.7,1.08989,1.08989,1,0,0.5,0.50008,0
comic_5_3,95,"comic_05_image_5_3_.png",1151.55,181.7,1,1,1,0,0.5,0.50008,0
comic_5_4,119,"comic_05_image_5_4_.png",136.45,550.35,1,1,0,0,0.5,0.50007,0
comic_5_4,149,"comic_05_image_5_4_.png",136.45,550.35,1,1,1,0,0.5,0.50007,0
comic_5_5,165,"comic_05_image_5_5_.png",307.15,549.9,0.89191,0.89191,0,0,0.5,0.50007,0
comic_5_5,169,"comic_05_image_5_5_.png",307.15,549.9,1.19763,1.19763,1,0,0.5,0.50007,0
comic_5_5,176,"comic_05_image_5_5_.png",307.15,549.9,1,1,1,0,0.5,0.50007,0
comic_5_6,185,"comic_05_image_5_6_.png",499.65,550.15,1.30865,1.30865,0,0,0.5,0.5,0
TEXT,COMIC_5_6_KR5,comic_5_6,47.95,23.75,135.4,53.2,0,0,0,0,0,center,20
comic_5_6,191,"comic_05_image_5_6_.png",499.65,550.15,0.9314,0.9314,1,0,0.5,0.5,0
TEXT,COMIC_5_6_KR5,comic_5_6,47.95,23.75,135.4,53.2,0,0,0,0,0,center,20
comic_5_6,195,"comic_05_image_5_6_.png",499.65,550.15,1,1,1,0,0.5,0.5,0
TEXT,COMIC_5_6_KR5,comic_5_6,47.95,23.75,135.4,53.2,0,0,0,0,0,center,20
comic_5_7,232,"comic_05_image_5_7_.png",957.2,615.15,1,1,0,100,0.49996,0.5,0
TEXT,COMIC_5_7a_KR5,comic_5_7,120.35,59.8,117.9,53.2,0,0,0,0,0,center,20
TEXT,COMIC_5_7b_KR5,comic_5_7,335.3,271.3,174.35,53.2,0,0,0,0,0,center,20
comic_5_7,285,"comic_05_image_5_7_.png",957.2,551.05,1,1,1,0,0.49996,0.5,0
TEXT,COMIC_5_7a_KR5,comic_5_7,120.35,59.8,117.9,53.2,0,0,0,0,0,center,20
TEXT,COMIC_5_7b_KR5,comic_5_7,335.3,271.3,174.35,53.2,0,0,0,0,0,center,20
continue1,327,"comic_05_image_continue_bg_.png",1151.95,706.85,1,1,0,0,0.5,0.5,0.09506
TEXT,CINEMATICS_TAP_TO_CONTINUE,continue1,16,12.85,322.1,38.5,0,0,0,0,0,center,28
continue1,350,"comic_05_image_continue_bg_.png",1151.95,706.85,1,1,1,0,0.5,0.5,0.09506
TEXT,CINEMATICS_TAP_TO_CONTINUE,continue1,16,12.85,322.1,38.5,0,0,0,0,0,center,28
PAGE_END,351
ORDER,comic_5_5,comic_5_4,comic_5_2,comic_5_3,comic_5_1,comic_5_6,comic_5_7,continue1
