VERSION,2
wukong_2_panel_1,14,"comic_16_image_16_1_.png",133,191.95,1,1,0,50,0.50644,0.4984,0
TEXT,COMIC_16_1_KR5,wukong_2_panel_1,32.2,12.2,199.9,67.4,0,0,0,0,0,center,25
wukong_2_panel_1,39,"comic_16_image_16_1_.png",375.05,191.95,1,1,1,0,0.50644,0.4984,0
TEXT,COMIC_16_1_KR5,wukong_2_panel_1,32.2,12.2,199.9,67.4,0,0,0,0,0,center,25
wukong_2_panel_2,85,"comic_16_image_16_2_.png",822,60.95,1,1,0,100,0.5,0.50007,0
wukong_2_panel_2,89,"comic_16_image_16_2_.png",822.35,196.3,1.06201,0.96451,1,0,0.5,0.50007,0
wukong_2_panel_2,91,"comic_16_image_16_2_.png",825.25,177.2,0.95561,1.03845,1,0,0.5,0.50007,0
wukong_2_panel_2,93,"comic_16_image_16_2_.png",826,193.7,1.03564,0.97929,1,0,0.5,0.50007,0
wukong_2_panel_2,95,"comic_16_image_16_2_.png",825,190,1,1,1,0,0.5,0.50007,0
wukong_2_panel_3,103,"comic_16_image_16_3_.png",1074,194,1,1,0,50,0.48581,0.4868,0
wukong_2_panel_3,107,"comic_16_image_16_3_.png",1091,189,1.01596,1.01596,1,0,0.48581,0.4868,0
wukong_2_panel_3,109,"comic_16_image_16_3_.png",1101,192,1,1,1,0,0.48581,0.4868,0
wukong_2_panel_3,113,"comic_16_image_16_3_.png",1101,194,1,1,1,0,0.48581,0.4868,0
wukong_2_panel_3,117,"comic_16_image_16_3_.png",1101,194,1,1,1,0,0.48581,0.4868,0
wukong_2_panel_4,152,"comic_16_image_16_4_.png",186.7,623,0.81316,0.81316,0,50,0.50005,0.5,0
wukong_2_panel_4,157,"comic_16_image_16_4_.png",277.8,542,1,1,1,0,0.50005,0.5,0
wukong_2_panel_4,159,"comic_16_image_16_4_.png",277.8,544,1,1,1,0,0.50005,0.5,0
wukong_2_panel_4,161,"comic_16_image_16_4_.png",277.8,542,1,1,1,0,0.50005,0.5,0
wukong_2_panel_5,198,"comic_16_image_16_5_.png",540.9,547,1.11736,1.11736,0,-50,0.49254,0.49713,0
wukong_2_panel_5,207,"comic_16_image_16_5_.png",663.95,547,1,1,1,0,0.49254,0.49713,0
wukong_2_panel_6,249,"comic_16_image_16_6_.png",1082,568,1.11736,1.11736,0,-100,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,266,"comic_16_image_16_6_.png",1081.95,566.7,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,275,"comic_16_image_16_6_.png",1081.95,566.7,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,277,"comic_16_image_16_6_.png",1085.2,563.45,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,279,"comic_16_image_16_6_.png",1080.65,568.65,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,281,"comic_16_image_16_6_.png",1081.95,566.7,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,284,"comic_16_image_16_6_.png",1080.65,568.65,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,287,"comic_16_image_16_6_.png",1081.95,566.7,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,292,"comic_16_image_16_6_.png",1080.65,568.65,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
wukong_2_panel_6,298,"comic_16_image_16_6_.png",1081.95,566.7,1,1,1,0,0.51916,0.47423,0
TEXT,COMIC_16_2_KR5,wukong_2_panel_6,331.45,50.05,179.25,67.7,0,0,0,0,0,center,24
PAGE_END,302
ORDER,wukong_2_panel_1,wukong_2_panel_2,wukong_2_panel_3,wukong_2_panel_4,wukong_2_panel_5,wukong_2_panel_6
