VERSION,2
crocks_2_panel_1,14,"comic_12_image_12_1_.png",529.3,236,1,1,0,100,0.49942,0.47339,0
TEXT,COMIC_12_1_KR5,crocks_2_panel_1,341.95,21.5,237.5,115.2,0,0,0,0,0,center,25
crocks_2_panel_1,36,"comic_12_image_12_1_.png",368.6,236,1,1,1,0,0.49942,0.47339,0
TEXT,COMIC_12_1_KR5,crocks_2_panel_1,341.95,21.5,237.5,115.2,0,0,0,0,0,center,25
crocks_2_panel_2,81,"comic_12_image_12_2_.png",995.95,216.5,0.79788,0.79788,0,100,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,82,"comic_12_image_12_2_.png",995.95,216.5,0.9509,0.9509,0.15,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,84,"comic_12_image_12_2_.png",995.95,216.5,1.15752,1.15752,0.35,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,86,"comic_12_image_12_2_.png",996,224.6,1.05896,1.05896,0.52,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,89,"comic_12_image_12_2_.png",996,208.4,1.00165,1.00165,0.62,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,92,"comic_12_image_12_2_.png",995.95,224.6,0.92841,0.92841,0.75,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,95,"comic_12_image_12_2_.png",995.9,212.4,0.97235,0.97235,0.85,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,99,"comic_12_image_12_2_.png",995.95,222.6,1.01312,1.01312,0.95,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,104,"comic_12_image_12_2_.png",995.9,210.3,1.00327,1.00327,0.99,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,109,"comic_12_image_12_2_.png",995.95,228.65,1,1,1,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,115,"comic_12_image_12_2_.png",995.95,212.45,1,1,1,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_2,121,"comic_12_image_12_2_.png",995.95,216.5,1,1,1,0,0.49996,0.5,0
TEXT,COMIC_12_2_KR5,crocks_2_panel_2,298.3,15.4,194.6,42.15,0,0,0,0,0,center,25
TEXT,COMIC_12_3_KR5,crocks_2_panel_2,454.4,64.95,174.8,76.45,0,0,0,0,0,center,23
crocks_2_panel_3,169,"comic_12_image_12_3_.png",212.3,576,1.08302,1.08302,0,-60,0.5,0.50007,0
TEXT,COMIC_12_4_KR5,crocks_2_panel_3,23.55,10.5,96.7,45.75,0,0,0,0,0,center,23
TEXT,COMIC_12_5_KR5,crocks_2_panel_3,154.75,43.55,106.6,55,0,0,0,0,0,center,23
crocks_2_panel_3,214,"comic_12_image_12_3_.png",212.3,576,1,1,1,0,0.5,0.50007,0
TEXT,COMIC_12_4_KR5,crocks_2_panel_3,23.55,10.5,96.7,45.75,0,0,0,0,0,center,23
TEXT,COMIC_12_5_KR5,crocks_2_panel_3,154.75,43.55,106.6,55,0,0,0,0,0,center,23
crocks_2_panel_4,229,"comic_12_image_12_4_.png",813.15,537.15,1,1,0,-100,0.5,0.50307,0
TEXT,COMIC_12_6_KR5,crocks_2_panel_4,361.15,8.05,220.9,83,0,0,0,0,0,center,23
crocks_2_panel_4,242,"comic_12_image_12_4_.png",813.15,584.05,1,1,0.86,0,0.5,0.50307,0
TEXT,COMIC_12_6_KR5,crocks_2_panel_4,361.15,8.05,220.9,83,0,0,0,0,0,center,23
crocks_2_panel_4,245,"comic_12_image_12_4_.png",813.15,575.95,1,1,0.98,0,0.5,0.50307,0
TEXT,COMIC_12_6_KR5,crocks_2_panel_4,361.15,8.05,220.9,83,0,0,0,0,0,center,23
crocks_2_panel_4,248,"comic_12_image_12_4_.png",813.15,582.8,1,1,1,0,0.5,0.50307,0
TEXT,COMIC_12_6_KR5,crocks_2_panel_4,361.15,8.05,220.9,83,0,0,0,0,0,center,23
crocks_2_panel_4,251,"comic_12_image_12_4_.png",813.15,581.55,1,1,1,0,0.5,0.50307,0
TEXT,COMIC_12_6_KR5,crocks_2_panel_4,361.15,8.05,220.9,83,0,0,0,0,0,center,23
PAGE_END,252
ORDER,crocks_2_panel_1,crocks_2_panel_2,crocks_2_panel_3,crocks_2_panel_4
