frame_comic1,37,"8_1.png",512,175,1,1,0,1,0.5,0.5,0
TEXT,COMIC_8_1,frame_comic1,157,-89,108,49,0,0,0,0,0
frame_comic1,86,"8_1.png",512,175,1,1,1,1,0.5,0.5,0
TEXT,COMIC_8_1,frame_comic1,157,-89,108,49,0,0,0,0,0
frame_comic1,93,"8_1.png",512,175,1,1,1,1,0.5,0.5,0
TEXT,COMIC_8_1,frame_comic1,157,-89,108,49,0,0,0,0,0
frame_comic2,165,"8_2.png",289,442,1,1,0,1,0.5,0.5,1
TEXT,COMIC_8_2,frame_comic2,-60,-80,100,40,0,0,0,0,0
frame_comic2,189,"8_2.png",303,442,1,1,1,1,0.5,0.5,1
TEXT,COMIC_8_2,frame_comic2,-60,-80,100,40,0,0,0,0,0
frame_comic2,197,"8_2.png",303,442,1,1,1,1,0.5,0.5,1
TEXT,COMIC_8_2,frame_comic2,-60,-80,100,40,0,0,0,0,0
frame_comic3,261,"8_3.png",695,442,0.856,0.856,1,1,0.5,0.5,2
TEXT,COMIC_8_3,frame_comic3,-81,24,73,41,0,0,0,0,0
frame_comic3,300,"8_3.png",695,442,1,1,1,1,0.5,0.5,2
TEXT,COMIC_8_3,frame_comic3,-81,24,73,41,0,0,0,0,0
frame_comic4,339,"8_4.png",513,656,0.896,0.896,0,1,0.5,0.5,3
TEXT,COMIC_8_4,frame_comic4,168,-26,138,47,0,0,0,0,0
frame_comic4,354,"8_4.png",513,656,1.097,1.097,1,1,0.5,0.5,3
TEXT,COMIC_8_4,frame_comic4,168,-26,138,47,0,0,0,0,0
frame_comic4,366,"8_4.png",513,656,1,1,1,1,0.5,0.5,3
TEXT,COMIC_8_4,frame_comic4,168,-26,138,47,0,0,0,0,0
frame_continue,443,"comicContinue.png",805,741,1,1,0,1,0.5,0.5,4
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_continue,457,"comicContinue.png",805,735,1,1,1,2,0.5,0.5,4
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,457
ORDER,frame_comic1,frame_comic2,frame_comic3,frame_comic4,frame_continue
