frame_comic1,40,"1_1.png",79,32,0.999,1,0,1,0,1,0
TEXT,COMIC_1_1,frame_comic1,336,50,127,67,0,0,0,0,0
frame_comic1,78,"1_1.png",79,32,0.999,1,1,1,0,1,0
TEXT,COMIC_1_1,frame_comic1,336,50,127,67,0,0,0,0,0
frame_comic2,165,"1_2.png",525,32,1,0.999,0,1,0,1,1
TEXT,COMIC_1_2,frame_comic2,65,69,75,66,0,0,0,0,0
frame_comic2,194,"1_2.png",525,32,1,0.999,1,1,0,1,1
TEXT,COMIC_1_2,frame_comic2,65,69,75,66,0,0,0,0,0
frame_comic3,279,"1_3.png",734,23,1.014,1.012,0,1,0,1,2
frame_comic3,285,"1_3.png",735,34,1.014,1.012,1,1,0,1,2
frame_comic3,289,"1_3.png",735,31,1.014,1.012,1,1,0,1,2
frame_comic4,305,"1_4.png",747,123,1.01,1.016,0,1,0,1,3
frame_comic4,311,"1_4.png",732,123,1.01,1.016,1,2,0,1,3
frame_comic4,316,"1_4.png",737,123,1.01,1.016,1,1,0,1,3
frame_comic5,340,"1_5.png",80,336,1,0.996,0,1,0,1,4
TEXT,COMIC_1_5,frame_comic5,114,22,210,24,0,0,0,0,0
frame_comic5,347,"1_5.png",80,327,1,0.996,1,1,0,1,4
TEXT,COMIC_1_5,frame_comic5,114,22,210,24,0,0,0,0,0
frame_comic5,350,"1_5.png",80,330,1,0.996,1,1,0,1,4
TEXT,COMIC_1_5,frame_comic5,114,22,210,24,0,0,0,0,0
frame_comic6,437,"1_6.png",171,513,0.792,0.789,0,1,0,1,5
TEXT,COMIC_1_6,frame_comic6,125,27,215,26,0,0,0,0,0
frame_comic6,443,"1_6.png",72,483,1.019,1.017,1,1,0,1,5
TEXT,COMIC_1_6,frame_comic6,125,27,215,26,0,0,0,0,0
frame_comic6,453,"1_6.png",81,486,1,0.997,1,1,0,1,5
TEXT,COMIC_1_6,frame_comic6,125,27,215,26,0,0,0,0,0
frame_continue,502,"comicContinue.png",805,741,1,1,0,1,0.5,0.5,6
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_continue,516,"comicContinue.png",805,735,1,1,1,1,0.5,0.5,6
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,516
ORDER,frame_comic1,frame_comic2,frame_comic3,frame_comic4,frame_comic5,frame_comic6,frame_continue
