frame_comic1,37,"3_1.png",87,33,1,0.996,0,1,0,1,0
TEXT,COMIC_3_1,frame_comic1,84,106,107,96,0,0,0,0,0
frame_comic1,79,"3_1.png",87,33,1,0.996,1,1,0,1,0
TEXT,COMIC_3_1,frame_comic1,84,106,107,96,0,0,0,0,0
frame_comic2,196,"3_2.png",603,-10,1,1,0,1,0,1,0
TEXT,COMIC_3_2_1,frame_comic2,51,92,73,43,0,248,099,125,0
TEXT,COMIC_3_2_2,frame_comic2,284,111,65,22,0,0,0,0,0
frame_comic2,203,"3_2.png",603,45,1,1,1,1,0,1,0
TEXT,COMIC_3_2_1,frame_comic2,51,92,73,43,0,248,099,125,0
TEXT,COMIC_3_2_2,frame_comic2,284,111,65,22,0,0,0,0,0
frame_comic2,210,"3_2.png",603,33,1,1,1,1,0,1,0
TEXT,COMIC_3_2_1,frame_comic2,51,92,73,43,0,248,099,125,0
TEXT,COMIC_3_2_2,frame_comic2,284,111,65,22,0,0,0,0,0
frame_comic3,305,"3_3.png",640,226,1,1,0,1,0,1,2
TEXT,COMIC_3_3,frame_comic3,287,108,81,44,0,0,0,0,0
frame_comic3,312,"3_3.png",596,226,1,1,1,1,0,1,2
TEXT,COMIC_3_3,frame_comic3,287,108,81,44,0,0,0,0,0
frame_comic3,319,"3_3.png",602,226,1,1,1,1,0,1,2
TEXT,COMIC_3_3,frame_comic3,287,108,81,44,0,0,0,0,0
frame_comic4,407,"3_4.png",61,395,1,1.001,0,1,0,1,3
frame_comic4,413,"3_4.png",98,395,1,1.001,1,1,0,1,3
frame_comic4,419,"3_4.png",90,395,1,1.001,1,1,0,1,3
frame_comic5,444,"3_5.png",89,578,1,1.001,0,1,0,1,4
TEXT,COMIC_3_5_1,frame_comic5,28,33,37,29,0,0,0,0,0
TEXT,COMIC_3_5_2,frame_comic5,178,38,39,30,0,0,0,0,0
frame_comic5,449,"3_5.png",89,540,1,1.001,1,1,0,1,4
TEXT,COMIC_3_5_1,frame_comic5,28,33,37,29,0,0,0,0,0
TEXT,COMIC_3_5_2,frame_comic5,178,38,39,30,0,0,0,0,0
frame_comic5,453,"3_5.png",89,549,1,1.001,1,1,0,1,4
TEXT,COMIC_3_5_1,frame_comic5,28,33,37,29,0,0,0,0,0
TEXT,COMIC_3_5_2,frame_comic5,178,38,39,30,0,0,0,0,0
frame_comic6,502,"3_6.png",334,396,1,1,0,1,0,1,4
TEXT,COMIC_3_6_1,frame_comic6,107,128,77,44,0,0,0,0,0
TEXT,COMIC_3_6_2,frame_comic6,158,314,58,22,0,081,214,255,0
frame_comic6,525,"3_6.png",334,396,1,1,1,1,0,1,4
TEXT,COMIC_3_6_1,frame_comic6,107,128,77,44,0,0,0,0,0
TEXT,COMIC_3_6_2,frame_comic6,158,314,58,22,0,081,214,255,0
frame_comic7,568,"3_7.png",550,394,1,1,0,1,0,1,6
TEXT,COMIC_3_7,frame_comic7,97,165,77,46,0,081,214,255,0
frame_comic7,598,"3_7.png",550,394,1,1,1,1,0,1,6
TEXT,COMIC_3_7,frame_comic7,97,165,77,46,0,081,214,255,0
frame_comic91,644,"comicContinue.png",805,741,1,1,0,1,0.5,0.5,7
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_comic91,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_comic91,658,"comicContinue.png",805,735,1,1,1,1,0.5,0.5,7
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_comic91,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,658
ORDER,frame_comic2,frame_comic1,frame_comic3,frame_comic4,frame_comic6,frame_comic5,frame_comic7,frame_comic91
