c1,30,"endComic_box1.png",336,146,1,1,0,1,0.5,0.5,0
c1,45,"endComic_box1.png",336,204,1,1,1,1,0.5,0.5,0
b2,60,"balloon_0002.png",391,163,1,1,0,1,0.5,0.5,1
TEXT,COMIC_balloon_0002,b2,2,-9,94,54,17.470230102539063,0,0,0,0
b2,65,"balloon_0002.png",391,163,1,1,1,1,0.5,0.5,1
TEXT,COMIC_balloon_0002,b2,2,-9,94,54,17.470230102539063,0,0,0,0
b1,90,"balloon_0001.png",228,192,1,1,0,1,0.5,0.5,2
TEXT,COMIC_balloon_0001,b1,-3,-10,100,55,-15.00054931640625,0,0,0,0
b1,95,"balloon_0001.png",228,192,1,1,1,1,0.5,0.5,2
TEXT,COMIC_balloon_0001,b1,-3,-10,100,55,-15.00054931640625,0,0,0,0
c2,150,"endComic_box2.png",685,146,1,1,0,1,0.5,0.5,1
c2,165,"endComic_box2.png",685,202,1,1,1,1,0.5,0.5,1
b3,180,"balloon_0003.png",559,96,1,1,0,1,0.5,0.5,4
TEXT,COMIC_balloon_0003,b3,0,-13,159,58,-3.690399169921875,0,0,0,0
b3,185,"balloon_0003.png",559,96,1,1,1,1,0.5,0.5,4
TEXT,COMIC_balloon_0003,b3,0,-13,159,58,-3.690399169921875,0,0,0,0
b4,210,"balloon_0004.png",750,150,1,1,0,1,0.5,0.5,5
TEXT,COMIC_balloon_0004,b4,4,-6,82,62,18.827194213867188,0,0,0,0
b4,215,"balloon_0004.png",750,150,1,1,1,1,0.5,0.5,5
TEXT,COMIC_balloon_0004,b4,4,-6,82,62,18.827194213867188,0,0,0,0
c3,270,"endComic_box3.png",512,590,1,1,0,1,0.5,0.5,2
c3,285,"endComic_box3.png",512,539,1,1,1,1,0.5,0.5,2
b5,300,"balloon_0005.png",516,403,1,1,0,1,0.5,0.5,7
TEXT,COMIC_balloon_0005,b5,2,-11,148,64,11.731979370117188,0,0,0,0
b5,305,"balloon_0005.png",516,403,1,1,1,1,0.5,0.5,7
TEXT,COMIC_balloon_0005,b5,2,-11,148,64,11.731979370117188,0,0,0,0
b6,350,"balloon_0006.png",516,403,1,1,0,1,0.5,0.5,8
TEXT,COMIC_balloon_0006,b6,2,-11,150,66,11.515579223632813,0,0,0,0
b6,355,"balloon_0006.png",516,403,1,1,1,1,0.5,0.5,8
TEXT,COMIC_balloon_0006,b6,2,-11,150,66,11.515579223632813,0,0,0,0
b7,360,"balloon_0007.png",458,557,1,1,0,1,0.5,0.5,9
TEXT,COMIC_balloon_0007,b7,1,-6,72,44,8.251480102539063,0,0,0,1
b7,365,"balloon_0007.png",458,557,1,1,1,1,0.5,0.5,9
TEXT,COMIC_balloon_0007,b7,1,-6,72,44,8.251480102539063,0,0,0,1
b8,370,"balloon_0008.png",600,483,1,1,0,1,0.5,0.5,10
TEXT,COMIC_balloon_0008,b8,-1,-8,64,19,0.5507659912109375,0,0,0,1
b8,375,"balloon_0008.png",600,483,1,1,1,1,0.5,0.5,10
TEXT,COMIC_balloon_0008,b8,-1,-8,64,19,0.5507659912109375,0,0,0,1
b9,380,"balloon_0009.png",334,528,1,1,0,1,0.5,0.5,11
TEXT,COMIC_balloon_0009,b9,1,-6,77,34,-6.908843994140625,0,0,0,1
b9,385,"balloon_0009.png",334,528,1,1,1,1,0.5,0.5,11
TEXT,COMIC_balloon_0009,b9,1,-6,77,34,-6.908843994140625,0,0,0,1
b11,390,"balloon_0011.png",343,643,1,1,0,1,0.5,0.5,12
TEXT,COMIC_balloon_0011,b11,1,-6,73,31,-1.6868438720703125,0,0,0,1
b11,395,"balloon_0011.png",343,643,1,1,1,1,0.5,0.5,12
TEXT,COMIC_balloon_0011,b11,1,-6,73,31,-1.6868438720703125,0,0,0,1
frame_continue,401,"balloon_box.png",745,713,1,1,0,1,0.5,0.5,13
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,1,-3,217,34,-1.7567138671875,0,0,0,1
frame_continue,417,"balloon_box.png",745,713,1,1,1,1,0.5,0.5,13
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,1,-3,217,34,-1.7567138671875,0,0,0,1
PAGE_END,417
ORDER,c1,c2,c3,b2,b1,b3,b4,b5,b6,b7,b8,b9,b11,frame_continue
