frame_comic1,32,"5_1.png",357,384,1.113,1.113,0,1,0.5,0.5,0
frame_comic1,39,"5_1.png",357,384,0.994,0.994,1,-2,0.5,0.5,0
frame_comic1,41,"5_1.png",357,384,1.022,1.022,1,1,0.5,0.5,0
frame_comic1,43,"5_1.png",357,384,1,1,1,1,0.5,0.5,0
frame_comic2,115,"5_2.png",785,148,1.01,1,0,1,0.49,0.5,0
TEXT,COMIC_5_2_1,frame_comic2,-82,95,90,48,0,0,0,0,0
TEXT,COMIC_5_2_2,frame_comic2,79,-6,80,28,0,0,0,0,0
frame_comic2,125,"5_2.png",785,168,1.01,1,1,2,0.49,0.5,0
TEXT,COMIC_5_2_1,frame_comic2,-82,95,90,48,0,0,0,0,0
TEXT,COMIC_5_2_2,frame_comic2,79,-6,80,28,0,0,0,0,0
frame_comic3,226,"5_3.png",825,530,1,1,0,1,0.5,0.5,0
TEXT,COMIC_5_3,frame_comic3,-12,124,91,48,0,0,0,0,0
frame_comic3,247,"5_3.png",785,530,1,1,1,2,0.5,0.5,0
TEXT,COMIC_5_3,frame_comic3,-12,124,91,48,0,0,0,0,0
frame_comic55,337,"comicContinue.png",845,730,1,1,0,2,0.5,0.5,3
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_comic55,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_comic55,345,"comicContinue.png",845,724,1,1,1,1,0.5,0.5,3
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_comic55,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,345
ORDER,frame_comic3,frame_comic2,frame_comic1,frame_comic55
