frame_comic1,37,"6_1.png",265,195,1,1,0,1,0.5,0.5,0
frame_comic1,74,"6_1.png",265,195,1,1,1,1,0.5,0.5,0
frame_comic1,83,"6_1.png",265,195,1,1,1,1,0.5,0.5,0
frame_comic2,133,"6_2.png",559,195,0.952,0.952,0,1,0.5,0.5,1
TEXT,COMIC_6_2,frame_comic2,41,-131,97,51,0,0,0,0,0
frame_comic2,144,"6_2.png",559,195,1,1,1,1,0.5,0.5,1
TEXT,COMIC_6_2,frame_comic2,41,-131,97,51,0,0,0,0,0
frame_comic2,151,"6_2.png",559,195,1,1,1,1,0.5,0.5,1
TEXT,COMIC_6_2,frame_comic2,41,-131,97,51,0,0,0,0,0
frame_comic3,206,"6_3.png",809,195,0.961,0.961,0,1,0.5,0.5,2
TEXT,COMIC_6_3,frame_comic3,-8,-130,162,47,0,0,0,0,0
frame_comic3,216,"6_3.png",809,195,1,1,1,1,0.5,0.5,2
TEXT,COMIC_6_3,frame_comic3,-8,-130,162,47,0,0,0,0,0
frame_comic3,224,"6_3.png",809,195,1,1,1,1,0.5,0.5,2
TEXT,COMIC_6_3,frame_comic3,-8,-130,162,47,0,0,0,0,0
frame_comic4,290,"6_4.png",266,561,1,1,0,1,0.5,0.5,3
TEXT,COMIC_6_4,frame_comic4,-61,-29,100,51,0,0,0,0,0
frame_comic4,299,"6_4.png",312,561,1,1,1,1,0.5,0.5,3
TEXT,COMIC_6_4,frame_comic4,-61,-29,100,51,0,0,0,0,0
frame_comic4,305,"6_4.png",306,561,1,1,1,1,0.5,0.5,3
TEXT,COMIC_6_4,frame_comic4,-61,-29,100,51,0,0,0,0,0
frame_comic5,405,"6_5.png",737,561,0.919,0.919,0,1,0.5,0.5,4
TEXT,COMIC_6_5,frame_comic5,-130,-18,54,36,0,0,0,0,0
frame_comic5,409,"6_5.png",737,561,1.041,1.041,1,1,0.5,0.5,4
TEXT,COMIC_6_5,frame_comic5,-130,-18,54,36,0,0,0,0,0
frame_comic5,412,"6_5.png",737,561,0.955,0.955,1,1,0.5,0.5,4
TEXT,COMIC_6_5,frame_comic5,-130,-18,54,36,0,0,0,0,0
frame_comic5,415,"6_5.png",737,561,1,1,1,1,0.5,0.5,4
TEXT,COMIC_6_5,frame_comic5,-130,-18,54,36,0,0,0,0,0
frame_comic5,418,"6_5.png",737,561,1,1,1,1,0.5,0.5,4
TEXT,COMIC_6_5,frame_comic5,-130,-18,54,36,0,0,0,0,0
frame_continue,479,"comicContinue.png",805,741,1,1,0,1,0.5,0.5,5
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_continue,493,"comicContinue.png",805,735,1,1,1,2,0.5,0.5,5
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,493
ORDER,frame_comic1,frame_comic2,frame_comic3,frame_comic4,frame_comic5,frame_continue
