c1,30,"endComic_box4.png",336,147,1,1,0,1,0.5,0.5,0
c1,45,"endComic_box4.png",336,204,1,1,1,1,0.5,0.5,0
c2,90,"endComic_box5.png",685,146,1,1,0,1,0.5,0.5,1
c2,105,"endComic_box5.png",685,202,1,1,1,1,0.5,0.5,1
b3,150,"balloon_0012.png",692,110,1,1,0,1,0.5,0.5,2
TEXT,COMIC_balloon_0012,b3,6,19,83,49,-11.395477294921875,0,0,0,1
b3,155,"balloon_0012.png",692,110,1,1,1,1,0.5,0.5,2
TEXT,COMIC_balloon_0012,b3,6,19,83,49,-11.395477294921875,0,0,0,1
c3,210,"endComic_box6.png",512,589,1,1,0,1,0.5,0.5,2
c3,226,"endComic_box6.png",512,539,1,1,1,1,0.5,0.5,2
b5,241,"balloon_0013.png",515,370,1,1,0,1,0.5,0.5,4
TEXT,COMIC_balloon_0013,b5,1,2,136,69,-10.49798583984375,0,0,0,0
b5,246,"balloon_0013.png",515,370,1,1,1,1,0.5,0.5,4
TEXT,COMIC_balloon_0013,b5,1,2,136,69,-10.49798583984375,0,0,0,0
frame_continue,271,"balloon_box.png",745,713,1,1,0,1,0.5,0.5,5
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,1,-3,217,34,-1.7567138671875,0,0,0,1
frame_continue,287,"balloon_box.png",745,713,1,1,1,1,0.5,0.5,5
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,1,-3,217,34,-1.7567138671875,0,0,0,1
PAGE_END,287
ORDER,c1,c2,c3,b3,b5,frame_continue
