frame_comic1,32,"4_1.png",343,203,1,1,0,1,0.5,0.5,0
TEXT,COMIC_4_1_1,frame_comic1,-202,-99,88,73,0,0,0,0,0
TEXT,COMIC_4_1_2,frame_comic1,-153,10,121,51,0,0,0,0,0
frame_comic1,49,"4_1.png",355,203,1,1,1,2,0.5,0.5,0
TEXT,COMIC_4_1_1,frame_comic1,-202,-99,88,73,0,0,0,0,0
TEXT,COMIC_4_1_2,frame_comic1,-153,10,121,51,0,0,0,0,0
frame_comic2,152,"4_2.png",793,201,1,1,0,1,0.51,0.5,0
TEXT,COMIC_4_2_1,frame_comic2,-55,-97,111,64,0,0,0,0,0
TEXT,COMIC_4_2_2,frame_comic2,-28,138,43,39,0,252,092,120,0
frame_comic2,157,"4_2.png",793,201,1.017,1.017,1,1,0.51,0.5,0
TEXT,COMIC_4_2_1,frame_comic2,-55,-97,111,64,0,0,0,0,0
TEXT,COMIC_4_2_2,frame_comic2,-28,138,43,39,0,252,092,120,0
frame_comic2,162,"4_2.png",793,201,1,1,1,1,0.51,0.5,0
TEXT,COMIC_4_2_1,frame_comic2,-55,-97,111,64,0,0,0,0,0
TEXT,COMIC_4_2_2,frame_comic2,-28,138,43,39,0,252,092,120,0
frame_comic3,263,"4_3.png",293,560,1,1,0,1,0.5,0.5,0
TEXT,COMIC_4_3,frame_comic3,-19,-114,113,52,0,252,092,120,0
frame_comic3,270,"4_3.png",313,560,1,1,1,2,0.5,0.5,0
TEXT,COMIC_4_3,frame_comic3,-19,-114,113,52,0,252,092,120,0
frame_comic3,276,"4_3.png",303,560,1,1,1,-1,0.5,0.5,0
TEXT,COMIC_4_3,frame_comic3,-19,-114,113,52,0,252,092,120,0
frame_comic4,356,"4_4.png",740,578,1,1,0,1,0.5,0.5,0
TEXT,COMIC_4_4,frame_comic4,-108,91,123,52,0,0,0,0,0
frame_comic4,388,"4_4.png",740,558,1,1,1,1,0.5,0.5,0
TEXT,COMIC_4_4,frame_comic4,-108,91,123,52,0,0,0,0,0
frame_continue,452,"comicContinue.png",845,730,1,1,0,1,0.5,0.5,4
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
frame_continue,460,"comicContinue.png",845,724,1,1,1,2,0.5,0.5,4
TEXT,CINEMATICS_TAP_TO_CONTINUE,frame_continue,0,0,195,34,-1.7331390380859375,0,0,0,1
PAGE_END,460
ORDER,frame_comic4,frame_comic3,frame_comic2,frame_comic1,frame_continue
